task_id,stage,stage_label,sample_index,label,embedding_1,embedding_2
gue_mouse_0,source,Source scores,645,0,7.429753303527832,-2.197208881378174
gue_mouse_0,source,Source scores,646,1,-5.118597030639648,6.133471488952637
gue_mouse_0,source,Source scores,647,0,18.65511131286621,-7.850856781005859
gue_mouse_0,source,Source scores,648,1,0.3281611502170563,13.465462684631348
gue_mouse_0,source,Source scores,649,0,11.776037216186523,-17.065876007080078
gue_mouse_0,source,Source scores,650,0,-7.606688976287842,1.3466802835464478
gue_mouse_0,source,Source scores,651,1,13.099398612976074,3.0061733722686768
gue_mouse_0,source,Source scores,652,0,-10.666994094848633,19.653810501098633
gue_mouse_0,source,Source scores,653,0,11.438606262207031,-8.88083553314209
gue_mouse_0,source,Source scores,654,1,-18.33848762512207,11.595368385314941
gue_mouse_0,source,Source scores,655,1,-16.106468200683594,13.570793151855469
gue_mouse_0,source,Source scores,656,1,-21.0145263671875,11.528398513793945
gue_mouse_0,source,Source scores,657,1,1.0742155313491821,12.496922492980957
gue_mouse_0,source,Source scores,658,0,6.645020008087158,-16.97067642211914
gue_mouse_0,source,Source scores,659,1,-16.51538848876953,17.982234954833984
gue_mouse_0,source,Source scores,660,0,16.51886749267578,-1.2487093210220337
gue_mouse_0,source,Source scores,661,1,-14.334365844726562,17.854997634887695
gue_mouse_0,source,Source scores,662,0,2.1186859607696533,-5.2605814933776855
gue_mouse_0,source,Source scores,663,0,-5.222043514251709,1.1640363931655884
gue_mouse_0,source,Source scores,664,0,14.251115798950195,-5.043409824371338
gue_mouse_0,source,Source scores,665,0,-4.920863628387451,14.874215126037598
gue_mouse_0,source,Source scores,666,0,10.390279769897461,-6.5280375480651855
gue_mouse_0,source,Source scores,667,1,-23.04823875427246,3.0946383476257324
gue_mouse_0,source,Source scores,668,1,-6.494512557983398,18.30336570739746
gue_mouse_0,source,Source scores,669,1,-16.727153778076172,15.257211685180664
gue_mouse_0,source,Source scores,670,1,20.153085708618164,0.5171729326248169
gue_mouse_0,source,Source scores,671,0,10.639633178710938,-16.093212127685547
gue_mouse_0,source,Source scores,672,0,5.930999755859375,-17.216548919677734
gue_mouse_0,source,Source scores,673,1,17.5018367767334,-2.6396501064300537
gue_mouse_0,source,Source scores,674,1,-3.580498456954956,9.249933242797852
gue_mouse_0,source,Source scores,675,1,-17.16142463684082,11.281454086303711
gue_mouse_0,source,Source scores,676,0,15.604618072509766,-10.645471572875977
gue_mouse_0,source,Source scores,677,1,-16.791521072387695,9.248187065124512
gue_mouse_0,source,Source scores,678,0,6.3192901611328125,-8.021453857421875
gue_mouse_0,source,Source scores,679,0,1.1551461219787598,10.536585807800293
gue_mouse_0,source,Source scores,680,1,-15.005664825439453,13.345134735107422
gue_mouse_0,source,Source scores,681,0,-1.498414158821106,1.71261727809906
gue_mouse_0,source,Source scores,682,0,13.609602928161621,-7.597219467163086
gue_mouse_0,source,Source scores,683,1,-13.209959030151367,8.821375846862793
gue_mouse_0,source,Source scores,684,0,9.54663372039795,4.873977184295654
gue_mouse_0,source,Source scores,685,0,-2.60575532913208,1.980606198310852
gue_mouse_0,source,Source scores,686,0,-5.435324192047119,12.131311416625977
gue_mouse_0,source,Source scores,687,0,2.9402503967285156,-14.77867603302002
gue_mouse_0,source,Source scores,688,0,11.757421493530273,-19.329954147338867
gue_mouse_0,source,Source scores,689,1,5.886007785797119,10.275044441223145
gue_mouse_0,source,Source scores,690,1,7.897477149963379,-10.280962944030762
gue_mouse_0,source,Source scores,691,0,-16.708038330078125,3.3795831203460693
gue_mouse_0,source,Source scores,692,1,-18.812973022460938,10.964166641235352
gue_mouse_0,source,Source scores,693,0,10.68869686126709,-17.204336166381836
gue_mouse_0,source,Source scores,694,0,13.457945823669434,-12.985101699829102
gue_mouse_0,source,Source scores,695,1,-19.11989402770996,9.008954048156738
gue_mouse_0,source,Source scores,696,1,9.416869163513184,-6.9234418869018555
gue_mouse_0,source,Source scores,697,0,-0.3147531747817993,-3.7960140705108643
gue_mouse_0,source,Source scores,698,1,-7.364773273468018,-5.279587268829346
gue_mouse_0,source,Source scores,699,1,-10.879987716674805,11.03226375579834
gue_mouse_0,source,Source scores,700,0,17.01639175415039,-0.46784859895706177
gue_mouse_0,source,Source scores,701,0,9.716747283935547,-3.451324462890625
gue_mouse_0,source,Source scores,702,1,-7.356529235839844,14.263426780700684
gue_mouse_0,source,Source scores,703,1,-4.606821537017822,11.489874839782715
gue_mouse_0,source,Source scores,704,0,21.520755767822266,-10.613882064819336
gue_mouse_0,source,Source scores,705,0,5.304931163787842,3.185124158859253
gue_mouse_0,source,Source scores,706,0,10.862378120422363,-4.264114856719971
gue_mouse_0,source,Source scores,707,1,-16.02872657775879,10.65385913848877
gue_mouse_0,source,Source scores,708,0,5.323888778686523,3.8742432594299316
gue_mouse_0,source,Source scores,709,0,17.041494369506836,-4.467196464538574
gue_mouse_0,source,Source scores,710,1,20.871326446533203,1.6411412954330444
gue_mouse_0,source,Source scores,711,1,-14.309985160827637,5.433448791503906
gue_mouse_0,source,Source scores,712,0,9.931750297546387,2.488156318664551
gue_mouse_0,source,Source scores,713,0,-24.676963806152344,6.129671096801758
gue_mouse_0,source,Source scores,714,0,4.5367937088012695,-9.185136795043945
gue_mouse_0,source,Source scores,715,1,-13.458844184875488,10.306983947753906
gue_mouse_0,source,Source scores,716,1,0.9840876460075378,-12.167332649230957
gue_mouse_0,source,Source scores,717,0,-1.2476251125335693,-16.3739070892334
gue_mouse_0,source,Source scores,718,0,5.4662346839904785,-3.8639121055603027
gue_mouse_0,source,Source scores,719,1,0.2735217809677124,6.19584321975708
gue_mouse_0,source,Source scores,720,1,-14.031295776367188,7.295228481292725
gue_mouse_0,source,Source scores,721,1,-19.295427322387695,4.3588457107543945
gue_mouse_0,source,Source scores,722,0,3.9866955280303955,-17.264270782470703
gue_mouse_0,source,Source scores,723,0,11.687908172607422,-9.139569282531738
gue_mouse_0,source,Source scores,724,1,-13.624775886535645,-1.3894551992416382
gue_mouse_0,source,Source scores,725,1,18.27511215209961,1.1678096055984497
gue_mouse_0,source,Source scores,726,1,16.5244083404541,1.9697754383087158
gue_mouse_0,source,Source scores,727,1,-16.9638614654541,14.546414375305176
gue_mouse_0,source,Source scores,728,0,19.110761642456055,-11.445511817932129
gue_mouse_0,source,Source scores,729,0,10.948464393615723,-11.912135124206543
gue_mouse_0,source,Source scores,730,1,-4.2884840965271,6.663250923156738
gue_mouse_0,source,Source scores,731,0,0.5543229579925537,-17.3758602142334
gue_mouse_0,source,Source scores,732,1,-8.600296020507812,8.573081970214844
gue_mouse_0,source,Source scores,733,0,7.463383197784424,4.2077460289001465
gue_mouse_0,source,Source scores,734,0,15.473262786865234,-12.42247200012207
gue_mouse_0,source,Source scores,735,1,-18.866634368896484,13.3364896774292
gue_mouse_0,source,Source scores,736,0,14.867895126342773,-2.0058929920196533
gue_mouse_0,source,Source scores,737,0,16.1463565826416,-7.1987128257751465
gue_mouse_0,source,Source scores,738,1,-18.244836807250977,14.88607120513916
gue_mouse_0,source,Source scores,739,0,1.4092566967010498,9.27730941772461
gue_mouse_0,source,Source scores,740,1,-16.331748962402344,14.287606239318848
gue_mouse_0,source,Source scores,741,0,1.9783600568771362,-1.3508381843566895
gue_mouse_0,source,Source scores,742,0,4.884653568267822,-12.593001365661621
gue_mouse_0,source,Source scores,743,1,-21.273014068603516,9.790465354919434
gue_mouse_0,source,Source scores,744,1,-19.533897399902344,14.844874382019043
gue_mouse_0,source,Source scores,745,1,-12.500383377075195,10.587453842163086
gue_mouse_0,source,Source scores,746,0,15.459954261779785,-3.9328157901763916
gue_mouse_0,source,Source scores,747,0,8.804547309875488,-15.480010032653809
gue_mouse_0,source,Source scores,748,1,-9.397979736328125,11.331789016723633
gue_mouse_0,source,Source scores,749,1,-4.40606689453125,13.430591583251953
gue_mouse_0,source,Source scores,750,1,-17.19392967224121,13.120940208435059
gue_mouse_0,source,Source scores,751,0,10.581524848937988,-16.345796585083008
gue_mouse_0,source,Source scores,752,0,-6.526082515716553,3.2530925273895264
gue_mouse_0,source,Source scores,753,1,-20.11870002746582,8.155756950378418
gue_mouse_0,source,Source scores,754,1,-21.107145309448242,3.5850532054901123
gue_mouse_0,source,Source scores,755,0,2.7920334339141846,-7.544582843780518
gue_mouse_0,source,Source scores,756,0,11.81972885131836,-5.921844959259033
gue_mouse_0,source,Source scores,757,0,3.7794551849365234,-15.932307243347168
gue_mouse_0,source,Source scores,758,1,-22.067169189453125,10.837204933166504
gue_mouse_0,source,Source scores,759,1,11.890631675720215,-9.912199974060059
gue_mouse_0,source,Source scores,760,1,-9.84812068939209,6.509677410125732
gue_mouse_0,source,Source scores,761,1,8.102137565612793,-4.318717002868652
gue_mouse_0,source,Source scores,762,0,14.089689254760742,-20.300167083740234
gue_mouse_0,source,Source scores,763,0,8.585670471191406,-10.406954765319824
gue_mouse_0,source,Source scores,764,1,-16.993215560913086,8.618103981018066
gue_mouse_0,source,Source scores,765,0,-8.154751777648926,1.2794915437698364
gue_mouse_0,source,Source scores,766,0,14.729494094848633,-3.6622166633605957
gue_mouse_0,source,Source scores,767,0,-5.142442226409912,0.6815982460975647
gue_mouse_0,source,Source scores,768,1,-16.430986404418945,18.803163528442383
gue_mouse_0,source,Source scores,769,1,-23.427509307861328,7.936214923858643
gue_mouse_0,source,Source scores,770,1,-6.465747356414795,2.9267842769622803
gue_mouse_0,source,Source scores,771,1,-21.747812271118164,7.885463714599609
gue_mouse_0,source,Source scores,772,1,-8.980931282043457,6.962686538696289
gue_mouse_0,source,Source scores,773,1,-20.18280792236328,10.59894847869873
gue_mouse_0,source,Source scores,774,1,-17.265932083129883,15.030708312988281
gue_mouse_0,source,Source scores,775,0,18.734241485595703,-4.493108749389648
gue_mouse_0,source,Source scores,776,0,5.8034257888793945,1.7881073951721191
gue_mouse_0,source,Source scores,777,0,-15.432751655578613,15.438474655151367
gue_mouse_0,source,Source scores,778,1,-4.064268589019775,-5.267925262451172
gue_mouse_0,source,Source scores,779,1,5.557865619659424,-8.026118278503418
gue_mouse_0,source,Source scores,780,1,-9.127805709838867,13.464216232299805
gue_mouse_0,source,Source scores,781,1,-21.14134407043457,13.337715148925781
gue_mouse_0,source,Source scores,782,1,-19.450138092041016,14.70649528503418
gue_mouse_0,source,Source scores,783,0,5.356421947479248,-5.963602066040039
gue_mouse_0,source,Source scores,784,0,5.700318813323975,3.598045587539673
gue_mouse_0,source,Source scores,785,1,-2.450826406478882,-0.5419865250587463
gue_mouse_0,source,Source scores,786,1,-10.421158790588379,-0.06594068557024002
gue_mouse_0,source,Source scores,787,1,3.2484142780303955,-16.220502853393555
gue_mouse_0,source,Source scores,788,1,-18.789026260375977,11.778727531433105
gue_mouse_0,source,Source scores,789,1,-7.461544513702393,6.318335056304932
gue_mouse_0,source,Source scores,790,1,-14.137619972229004,8.63900089263916
gue_mouse_0,source,Source scores,791,1,-11.203204154968262,11.88133430480957
gue_mouse_0,source,Source scores,792,1,3.7923078536987305,5.377915859222412
gue_mouse_0,source,Source scores,793,0,5.52459192276001,7.056547164916992
gue_mouse_0,source,Source scores,794,0,4.725596904754639,3.3087961673736572
gue_mouse_0,source,Source scores,795,1,-7.308961391448975,12.461718559265137
gue_mouse_0,source,Source scores,796,1,8.72787857055664,-5.0359272956848145
gue_mouse_0,source,Source scores,797,0,7.703430652618408,-2.31453275680542
gue_mouse_0,source,Source scores,798,0,0.9281651377677917,-7.9893364906311035
gue_mouse_0,source,Source scores,799,0,15.122031211853027,-1.2052817344665527
gue_mouse_0,source,Source scores,800,1,5.551919460296631,6.977280139923096
gue_mouse_0,source,Source scores,801,1,-16.23396873474121,1.8625088930130005
gue_mouse_0,source,Source scores,802,1,2.0701751708984375,5.385497093200684
gue_mouse_0,source,Source scores,803,0,0.20917445421218872,-15.682066917419434
gue_mouse_0,source,Source scores,804,0,15.878116607666016,-1.7306448221206665
gue_mouse_0,source,Source scores,805,1,-18.400705337524414,10.839537620544434
gue_mouse_0,source,Source scores,806,1,-24.293746948242188,4.118149280548096
gue_mouse_0,source,Source scores,807,1,-18.11421775817871,5.409060955047607
gue_mouse_0,source,Source scores,808,0,14.049581527709961,-15.879207611083984
gue_mouse_0,source,Source scores,809,0,-6.402403831481934,-5.831883430480957
gue_mouse_0,aligned,Aligned state,0,1,-5.8056640625,3.781691551208496
gue_mouse_0,aligned,Aligned state,1,1,-1.1957062482833862,-14.016582489013672
gue_mouse_0,aligned,Aligned state,2,0,-12.435700416564941,-10.831631660461426
gue_mouse_0,aligned,Aligned state,3,0,-7.739534378051758,-14.520340919494629
gue_mouse_0,aligned,Aligned state,4,1,-8.62306022644043,-2.5965659618377686
gue_mouse_0,aligned,Aligned state,5,1,7.87881326675415,18.741527557373047
gue_mouse_0,aligned,Aligned state,6,0,-9.5661039352417,-17.451860427856445
gue_mouse_0,aligned,Aligned state,7,0,5.19020938873291,11.953714370727539
gue_mouse_0,aligned,Aligned state,8,0,-5.244851589202881,-16.68098258972168
gue_mouse_0,aligned,Aligned state,9,0,-2.46445894241333,-23.697830200195312
gue_mouse_0,aligned,Aligned state,10,1,9.343213081359863,10.93783950805664
gue_mouse_0,aligned,Aligned state,11,0,-6.317261219024658,-17.651567459106445
gue_mouse_0,aligned,Aligned state,12,0,-8.55090045928955,-17.653718948364258
gue_mouse_0,aligned,Aligned state,13,1,12.987981796264648,12.62487506866455
gue_mouse_0,aligned,Aligned state,14,1,2.36026930809021,23.981586456298828
gue_mouse_0,aligned,Aligned state,15,0,-19.02056884765625,-18.146467208862305
gue_mouse_0,aligned,Aligned state,16,0,-8.635170936584473,-13.829633712768555
gue_mouse_0,aligned,Aligned state,17,0,-11.36244010925293,-21.4401912689209
gue_mouse_0,aligned,Aligned state,18,0,-5.406676769256592,-15.97412395477295
gue_mouse_0,aligned,Aligned state,19,0,-1.3295912742614746,-21.4041690826416
gue_mouse_0,aligned,Aligned state,20,1,0.41892117261886597,-10.293009757995605
gue_mouse_0,aligned,Aligned state,21,0,-11.014107704162598,-11.439229011535645
gue_mouse_0,aligned,Aligned state,22,0,-2.142031192779541,-16.700281143188477
gue_mouse_0,aligned,Aligned state,23,0,-4.538171768188477,-10.286544799804688
gue_mouse_0,aligned,Aligned state,24,1,-12.647299766540527,-18.612071990966797
gue_mouse_0,aligned,Aligned state,25,1,7.947947025299072,10.229620933532715
gue_mouse_0,aligned,Aligned state,26,1,-15.75750732421875,-8.531018257141113
gue_mouse_0,aligned,Aligned state,27,1,10.496180534362793,8.49201488494873
gue_mouse_0,aligned,Aligned state,28,0,-13.098705291748047,-17.60842514038086
gue_mouse_0,aligned,Aligned state,29,0,-13.121133804321289,-15.591647148132324
gue_mouse_0,aligned,Aligned state,30,1,12.457135200500488,15.422395706176758
gue_mouse_0,aligned,Aligned state,31,0,-3.978203296661377,-16.87521743774414
gue_mouse_0,aligned,Aligned state,32,0,-10.866386413574219,-17.841228485107422
gue_mouse_0,aligned,Aligned state,33,1,-0.02763439528644085,24.439796447753906
gue_mouse_0,aligned,Aligned state,34,0,-1.9327973127365112,-4.835079669952393
gue_mouse_0,aligned,Aligned state,35,1,20.414382934570312,12.482930183410645
gue_mouse_0,aligned,Aligned state,36,1,-0.5343049764633179,21.882043838500977
gue_mouse_0,aligned,Aligned state,37,1,-3.024778366088867,-15.642864227294922
gue_mouse_0,aligned,Aligned state,38,0,-5.602540969848633,-21.020442962646484
gue_mouse_0,aligned,Aligned state,39,1,11.41112232208252,9.423068046569824
gue_mouse_0,aligned,Aligned state,40,0,-2.7089896202087402,-8.67945671081543
gue_mouse_0,aligned,Aligned state,41,0,-6.950773239135742,-9.970982551574707
gue_mouse_0,aligned,Aligned state,42,0,8.814817428588867,4.556199073791504
gue_mouse_0,aligned,Aligned state,43,1,5.8483147621154785,7.409154415130615
gue_mouse_0,aligned,Aligned state,44,1,-0.6005930304527283,-16.057710647583008
gue_mouse_0,aligned,Aligned state,45,1,2.9879250526428223,-16.450761795043945
gue_mouse_0,aligned,Aligned state,46,0,-19.075950622558594,-10.155885696411133
gue_mouse_0,aligned,Aligned state,47,0,-9.912979125976562,-3.4626519680023193
gue_mouse_0,aligned,Aligned state,48,1,1.6360570192337036,-21.354833602905273
gue_mouse_0,aligned,Aligned state,49,0,-1.2597627639770508,-15.910454750061035
gue_mouse_0,aligned,Aligned state,50,0,-2.916806221008301,-10.619789123535156
gue_mouse_0,aligned,Aligned state,51,0,-10.500736236572266,1.1309750080108643
gue_mouse_0,aligned,Aligned state,52,0,-13.823521614074707,-7.371333599090576
gue_mouse_0,aligned,Aligned state,53,0,-15.25429916381836,-7.5700225830078125
gue_mouse_0,aligned,Aligned state,54,0,-1.9862196445465088,1.4532055854797363
gue_mouse_0,aligned,Aligned state,55,1,3.0931084156036377,1.1621016263961792
gue_mouse_0,aligned,Aligned state,56,0,-6.865848064422607,-24.499399185180664
gue_mouse_0,aligned,Aligned state,57,0,-9.892791748046875,-19.88516616821289
gue_mouse_0,aligned,Aligned state,58,1,-2.680448532104492,18.388519287109375
gue_mouse_0,aligned,Aligned state,59,0,-7.531964302062988,-12.372537612915039
gue_mouse_0,aligned,Aligned state,60,0,-8.669569969177246,-25.436349868774414
gue_mouse_0,aligned,Aligned state,61,1,-1.2456222772598267,13.688121795654297
gue_mouse_0,aligned,Aligned state,62,0,-6.234287738800049,-21.262779235839844
gue_mouse_0,aligned,Aligned state,63,1,8.253268241882324,18.733631134033203
gue_mouse_0,aligned,Aligned state,64,1,13.989072799682617,6.352982997894287
gue_mouse_0,aligned,Aligned state,65,0,-9.410801887512207,-12.429756164550781
gue_mouse_0,aligned,Aligned state,66,1,9.054683685302734,15.712102890014648
gue_mouse_0,aligned,Aligned state,67,1,1.4769682884216309,23.285884857177734
gue_mouse_0,aligned,Aligned state,68,0,-3.7638678550720215,-15.025754928588867
gue_mouse_0,aligned,Aligned state,69,0,18.463668823242188,10.846742630004883
gue_mouse_0,aligned,Aligned state,70,1,0.6780621409416199,22.329593658447266
gue_mouse_0,aligned,Aligned state,71,0,-5.0809454917907715,12.577951431274414
gue_mouse_0,aligned,Aligned state,72,1,-1.3456231355667114,11.868027687072754
gue_mouse_0,aligned,Aligned state,73,0,0.49287092685699463,-7.087191581726074
gue_mouse_0,aligned,Aligned state,74,0,-4.6835737228393555,-14.082276344299316
gue_mouse_0,aligned,Aligned state,75,1,0.09793298691511154,18.191457748413086
gue_mouse_0,aligned,Aligned state,76,0,-10.437173843383789,-11.467281341552734
gue_mouse_0,aligned,Aligned state,77,1,-3.756019115447998,15.131292343139648
gue_mouse_0,aligned,Aligned state,78,1,5.3515424728393555,-1.5482721328735352
gue_mouse_0,aligned,Aligned state,79,1,0.03070165030658245,20.48212432861328
gue_mouse_0,aligned,Aligned state,80,1,-6.9425835609436035,16.44144630432129
gue_mouse_0,aligned,Aligned state,81,1,14.886859893798828,13.93507194519043
gue_mouse_0,aligned,Aligned state,82,0,-10.168478012084961,-23.154184341430664
gue_mouse_0,aligned,Aligned state,83,0,6.036406993865967,18.225839614868164
gue_mouse_0,aligned,Aligned state,84,1,-1.5685268640518188,-2.541029930114746
gue_mouse_0,aligned,Aligned state,85,1,11.100967407226562,14.002891540527344
gue_mouse_0,aligned,Aligned state,86,1,10.017163276672363,17.254199981689453
gue_mouse_0,aligned,Aligned state,87,1,-17.06472396850586,-20.994701385498047
gue_mouse_0,aligned,Aligned state,88,1,6.743570327758789,20.341968536376953
gue_mouse_0,aligned,Aligned state,89,0,-2.365525007247925,-15.40217113494873
gue_mouse_0,aligned,Aligned state,90,1,2.3583788871765137,19.269933700561523
gue_mouse_0,aligned,Aligned state,91,1,3.70931339263916,17.086334228515625
gue_mouse_0,aligned,Aligned state,92,0,-3.492645025253296,-15.372109413146973
gue_mouse_0,aligned,Aligned state,93,0,-16.178096771240234,-6.584407329559326
gue_mouse_0,aligned,Aligned state,94,1,10.41565990447998,8.115286827087402
gue_mouse_0,aligned,Aligned state,95,1,-7.705116271972656,0.7750086784362793
gue_mouse_0,aligned,Aligned state,96,0,-6.744175910949707,-11.752382278442383
gue_mouse_0,aligned,Aligned state,97,0,-0.7815579175949097,-14.188921928405762
gue_mouse_0,aligned,Aligned state,98,1,-3.8659756183624268,20.49567413330078
gue_mouse_0,aligned,Aligned state,99,0,-2.940275192260742,-8.695481300354004
gue_mouse_0,aligned,Aligned state,100,1,2.0403811931610107,-4.048360824584961
gue_mouse_0,aligned,Aligned state,101,1,15.570503234863281,21.743425369262695
gue_mouse_0,aligned,Aligned state,102,1,13.999872207641602,20.527557373046875
gue_mouse_0,aligned,Aligned state,103,1,-17.381145477294922,-17.15869903564453
gue_mouse_0,aligned,Aligned state,104,0,-3.8928937911987305,3.60558819770813
gue_mouse_0,aligned,Aligned state,105,1,4.851303577423096,19.67958641052246
gue_mouse_0,aligned,Aligned state,106,1,7.398144245147705,24.061412811279297
gue_mouse_0,aligned,Aligned state,107,1,13.476822853088379,21.67329978942871
gue_mouse_0,aligned,Aligned state,108,0,-5.5489020347595215,-25.386287689208984
gue_mouse_0,aligned,Aligned state,109,0,-2.4801199436187744,-18.694978713989258
gue_mouse_0,aligned,Aligned state,110,0,-6.096048355102539,-13.35922908782959
gue_mouse_0,aligned,Aligned state,111,0,-0.22152763605117798,0.8547420501708984
gue_mouse_0,aligned,Aligned state,112,1,13.721169471740723,13.9025239944458
gue_mouse_0,aligned,Aligned state,113,0,-2.1616857051849365,-14.728469848632812
gue_mouse_0,aligned,Aligned state,114,1,14.579930305480957,6.197117328643799
gue_mouse_0,aligned,Aligned state,115,0,-11.129096031188965,-14.41541862487793
gue_mouse_0,aligned,Aligned state,116,1,-13.151215553283691,-12.138137817382812
gue_mouse_0,aligned,Aligned state,117,0,16.44124984741211,12.960150718688965
gue_mouse_0,aligned,Aligned state,118,1,15.079691886901855,16.779741287231445
gue_mouse_0,aligned,Aligned state,119,1,11.782703399658203,7.428714275360107
gue_mouse_0,aligned,Aligned state,120,1,3.89568829536438,23.385784149169922
gue_mouse_0,aligned,Aligned state,121,0,4.445315837860107,5.318267822265625
gue_mouse_0,aligned,Aligned state,122,0,3.165391206741333,-0.026367658749222755
gue_mouse_0,aligned,Aligned state,123,1,14.965539932250977,8.614058494567871
gue_mouse_0,aligned,Aligned state,124,0,0.5316742658615112,19.24850082397461
gue_mouse_0,aligned,Aligned state,125,0,18.900550842285156,8.563142776489258
gue_mouse_0,aligned,Aligned state,126,1,-2.897557497024536,-20.5851993560791
gue_mouse_0,aligned,Aligned state,127,0,-4.0035481452941895,-20.727439880371094
gue_mouse_0,aligned,Aligned state,128,1,-14.367972373962402,0.2741544246673584
gue_mouse_0,aligned,Aligned state,129,0,-16.54974937438965,-11.088310241699219
gue_mouse_0,aligned,Aligned state,130,1,8.815691947937012,14.558625221252441
gue_mouse_0,aligned,Aligned state,131,1,-15.686196327209473,-9.160820960998535
gue_mouse_0,aligned,Aligned state,132,0,5.112717628479004,-12.043850898742676
gue_mouse_0,aligned,Aligned state,133,1,-17.737855911254883,-9.413895606994629
gue_mouse_0,aligned,Aligned state,134,0,-10.940982818603516,0.13994942605495453
gue_mouse_0,aligned,Aligned state,135,1,-13.135315895080566,-19.914634704589844
gue_mouse_0,aligned,Aligned state,136,1,10.94179916381836,16.783679962158203
gue_mouse_0,aligned,Aligned state,137,1,18.858449935913086,8.536900520324707
gue_mouse_0,aligned,Aligned state,138,1,-12.151047706604004,-8.045578002929688
gue_mouse_0,aligned,Aligned state,139,0,-4.74668025970459,-18.642852783203125
gue_mouse_0,aligned,Aligned state,140,1,1.9515445232391357,20.00542640686035
gue_mouse_0,aligned,Aligned state,141,1,8.436288833618164,16.845993041992188
gue_mouse_0,aligned,Aligned state,142,1,-0.6441887617111206,-15.202019691467285
gue_mouse_0,aligned,Aligned state,143,1,-4.030595779418945,-16.894123077392578
gue_mouse_0,aligned,Aligned state,144,1,15.266286849975586,20.1038818359375
gue_mouse_0,aligned,Aligned state,145,0,-13.761141777038574,-11.356267929077148
gue_mouse_0,aligned,Aligned state,146,0,-13.177690505981445,-22.8046875
gue_mouse_0,aligned,Aligned state,147,1,10.164073944091797,13.163836479187012
gue_mouse_0,aligned,Aligned state,148,1,-11.41224479675293,0.1549743264913559
gue_mouse_0,aligned,Aligned state,149,0,-7.362957000732422,4.764819145202637
gue_mouse_0,aligned,Aligned state,150,1,7.403595924377441,12.80051040649414
gue_mouse_0,aligned,Aligned state,151,0,-4.39370059967041,-15.857603073120117
gue_mouse_0,aligned,Aligned state,152,0,-6.108150005340576,-10.2633695602417
gue_mouse_0,aligned,Aligned state,153,0,10.333688735961914,19.641942977905273
gue_mouse_0,aligned,Aligned state,154,1,5.011532783508301,19.55693244934082
gue_mouse_0,aligned,Aligned state,155,0,-2.777947187423706,-10.754734992980957
gue_mouse_0,aligned,Aligned state,156,1,7.975670337677002,15.57367992401123
gue_mouse_0,aligned,Aligned state,157,1,6.120848178863525,16.590572357177734
gue_mouse_0,aligned,Aligned state,158,0,-11.224984169006348,-17.625913619995117
gue_mouse_0,aligned,Aligned state,159,0,-2.7842023372650146,15.365704536437988
gue_mouse_0,aligned,Aligned state,160,0,-9.956253051757812,-19.42477035522461
gue_mouse_0,aligned,Aligned state,161,0,4.017458915710449,13.075570106506348
gue_mouse_0,aligned,Aligned state,162,0,-2.701455593109131,-21.259174346923828
gue_mouse_0,aligned,Aligned state,163,1,3.604519844055176,-14.875295639038086
gue_mouse_0,aligned,Aligned state,164,1,11.253955841064453,18.633689880371094
gue_mouse_0,aligned,Aligned state,165,0,5.784334182739258,-7.403529167175293
gue_mouse_0,aligned,Aligned state,166,1,14.761048316955566,8.790420532226562
gue_mouse_0,aligned,Aligned state,167,1,4.528124809265137,-16.060678482055664
gue_mouse_0,aligned,Aligned state,168,0,-1.5815789699554443,-4.876617908477783
gue_mouse_0,aligned,Aligned state,169,0,-13.99803638458252,-11.172471046447754
gue_mouse_0,aligned,Aligned state,170,0,-8.399531364440918,-13.22004508972168
gue_mouse_0,aligned,Aligned state,171,0,-6.494309425354004,16.129907608032227
gue_mouse_0,aligned,Aligned state,172,1,4.4617743492126465,17.137252807617188
gue_mouse_0,aligned,Aligned state,173,0,-16.93290901184082,-13.26134204864502
gue_mouse_0,aligned,Aligned state,174,1,3.478367805480957,18.355792999267578
gue_mouse_0,aligned,Aligned state,175,0,-12.437912940979004,-14.23246955871582
gue_mouse_0,aligned,Aligned state,176,1,19.080968856811523,12.05069351196289
gue_mouse_0,aligned,Aligned state,177,1,4.544899940490723,10.59979248046875
gue_mouse_0,aligned,Aligned state,178,0,-5.509299278259277,-24.759498596191406
gue_mouse_0,aligned,Aligned state,179,1,1.2246791124343872,18.07139015197754
gue_mouse_0,aligned,Aligned state,180,1,1.1557512283325195,16.640439987182617
gue_mouse_0,aligned,Aligned state,181,1,3.848646879196167,24.061216354370117
gue_mouse_0,aligned,Aligned state,182,0,-18.02462387084961,-11.41843032836914
gue_mouse_0,aligned,Aligned state,183,1,5.197201251983643,-15.244611740112305
gue_mouse_0,aligned,Aligned state,184,0,7.493038654327393,0.5152922868728638
gue_mouse_0,aligned,Aligned state,185,0,-2.3748667240142822,-19.103208541870117
gue_mouse_0,aligned,Aligned state,186,0,-13.13956069946289,-23.989582061767578
gue_mouse_0,aligned,Aligned state,187,0,-5.641669750213623,-17.397268295288086
gue_mouse_0,aligned,Aligned state,188,0,-5.2354254722595215,-12.585723876953125
gue_mouse_0,aligned,Aligned state,189,1,4.05523157119751,-12.302165985107422
gue_mouse_0,aligned,Aligned state,190,1,12.715750694274902,13.220428466796875
gue_mouse_0,aligned,Aligned state,191,0,-5.743041515350342,14.264307022094727
gue_mouse_0,aligned,Aligned state,192,0,-8.694328308105469,-8.225234031677246
